label,pred
0,0.47784016
1,0.90990305
1,0.24162695
1,0.8265923
0,0.060820185
1,0.5139634
1,0.99626285
1,0.9979221
0,0.9314163
1,0.93031764
1,0.22362098
1,0.9849997
0,0.12165001
0,0.28079984
0,0.44011918
1,0.13070078
1,0.25748983
0,0.21176615
1,0.7457831
0,0.91755366
0,0.75353825
1,0.28510094
0,0.17193852
1,0.6108633
0,0.31846094
1,0.6451342
0,0.16792442
0,0.26979658
0,0.16945936
1,0.3069061
0,0.28520215
1,0.9931125
0,0.046451706
0,0.7996411
0,0.63611406
0,0.5484499
0,0.37099895
0,0.20756748
0,0.93829596
0,0.2595081
1,0.79010826
0,0.11852255
1,0.997797
0,0.15377817
0,0.28834915
1,0.9785136
1,0.5830039
